team_name,members
Young Allies (Heroes Reborn) (Earth-616),"['Benito Serrano (Heroes Reborn) (Earth-616)', 'Elric Freedom (Heroes Reborn) (Earth-616)', 'Helen Takahama (Earth-616)', 'Ishmael Questor (Heroes Reborn) (Earth-616)', 'Kaos (Heroes Reborn) (Earth-616)', 'Order (Heroes Reborn) (Earth-616)', 'Rebecca Barnes (Heroes Reborn) (Earth-616)']"
Zusommin (Earth-616),"['Estelle Hawkins (Earth-616)', 'Lachlan Carroll (Earth-616)', 'Lester Selkirk (Earth-616)', 'Maggie Langella (Earth-616)', 'Willie Tamm (Earth-616)']"
Harlem Globetrotters (Earth-616),[]
Force Works (Initiative) (Earth-616),['Suzi Endo (Earth-616)']
Tribe (Homeless) (Earth-616),[]
Stepford Cuckoos (Earth-616),"['Celeste Cuckoo (Earth-616)', 'Esme Cuckoo (Earth-616)', 'Irma Cuckoo (Earth-616)', 'Phoebe Cuckoo (Earth-616)', 'Sophie Cuckoo (Earth-616)']"
All-Winners Squad (Earth-616),"['Elizabeth ""Betsy"" Ross (Earth-616)', 'Fred Davis Jr. (Earth-616)', 'Jeffrey Mace (Earth-616)', 'Jim Hammond (Earth-616)', 'Louise Grant (Earth-616)', 'Madeline Joyce (Earth-616)', 'Namor McKenzie (Earth-616)', 'Robert Frank (Earth-616)', 'Thomas Halloway (Earth-616)', 'Thomas Raymond (Earth-616)', 'William Nasland (Earth-616)']"
Don of the Dead's Cartel (Earth-616),[]
Sweat Shop (Earth-616),[]
Mutant Force (Earth-616),"['Aaron Salomon (Earth-616)', 'Byron Calley (Earth-616)', 'Jerome Beechman (Earth-616)', 'Ned Lathrop (Earth-616)', 'Peter Quinn (Earth-616)', 'Randall Darby (Earth-616)']"
Praetorian Guard (Earth-616),[]
Great Ring of Arakko (Earth-616),"['Arakko (Earth-616)', 'Genesis (Earth-616)', 'Idyll (Earth-616)', 'Idyll III (Earth-616)', 'Isca (Earth-616)', 'Lactuca (Earth-616)', 'Lodus Logos (Earth-616)', 'Ororo Munroe (Earth-616)', 'Redroot (Earth-616)', 'Sobunar (Earth-616)', 'Tarn (Locus Vile) (Earth-616)', 'Xilo (Earth-616)']"
Republican Party (United States) (Earth-616),"['Abraham Lincoln (Earth-616)', 'Barbara Bush (Earth-616)', 'Colin Powell (Earth-616)', 'Condoleezza Rice (Earth-616)', 'Donald Trump (Earth-616)', 'Geoffrey Patrick (Earth-616)', 'George H. W. Bush (Earth-616)', 'George W. Bush (Earth-616)', 'John Connally, Jr. (Earth-616)', 'Michael Bloomberg (Earth-616)', 'Nancy Reagan (Earth-616)', 'Oliver North (Earth-616)', 'Richard Nixon (Earth-616)', 'Ronald Reagan (Earth-616)', 'Rutherford B. Hayes (Earth-616)', 'Theodore Roosevelt (Earth-616)', 'Warren G. Harding (Earth-616)', 'William Howard Taft (Earth-616)']"
Yellowshirts (Earth-616),[]
Santo Marco Armed Forces Death Squad 832 (Earth-616),['C. Guzman (Earth-616)']
Armed Forces Paranormal Response (Earth-616),['Lancelot Hunter (Earth-616)']
Demi-Men (Earth-616),['Mesmero (Vincent) (Earth-616)']
United States Government (Earth-616),"['Comics Code of America (Earth-616)', 'Dwight D. Eisenhower (Earth-616)', 'Gray Garrison (Earth-616)', 'Professor Rodchenko (Earth-616)', 'Stuart Conrad (Earth-616)', 'William Burnside (Earth-616)']"
Xcon (Earth-616),[]
Gambello Family (Earth-616),"['Don Gambello (Earth-616)', 'Patricia Gambello (Earth-616)', 'Tony Gambello (Earth-616)']"
Wilder Men (Earth-616),"['Ogeode (Earth-616)', 'Rebecca Rodriguez (Earth-616)']"
Chilean Army (Earth-616),[]
Sendero Luminoso (Earth-616),"['Ernesto Sanz (Earth-616)', 'Inza Cuzco (Earth-616)', 'Maria (Shining Path) (Earth-616)', 'Teresa (Shining Path) (Earth-616)']"
Moksha Sect (Earth-616),[]
Corvelli Crime Family (Earth-616),['Despina Hawthorne (Earth-616)']
Future Iron Man's Team (Earth-616),"['Alison Blaire (Earth-616)', 'Anthony Stark (Earth-81191)', 'Brian Braddock (Earth-616)', 'Daniel Rand (Earth-616)', 'Henry Pym (Earth-616)', 'Jonathan Storm (Earth-616)', 'Luke Cage (Earth-616)', 'Scott Summers (Earth-616)']"
Gamma-Activated Bull Men From Beyond The Nineteenth Perimeter (Earth-616),[]
Frost International (Earth-616),"['Adrienne Frost (Earth-616)', 'Emma Frost (Earth-616)', 'Winston Frost (Earth-616)']"
Gambisi Family (Earth-616),[]
Darkholders (Earth-616),"['Barry Gleason (Earth-616)', 'Brother Gregori (Earth-616)', 'Magnus (Sorcerer) (Earth-616)', 'Morgan Le Fay (Earth-616)', 'Randolph DeGuzman (Earth-616)', 'Sean Grahl (Earth-616)', 'Varnae (Earth-616)', 'Vlad Dracula (Earth-616)']"
Hulkbusters (Banner) (Earth-616),"['Armand Martel (Earth-616)', 'Bruce Banner (Earth-616)', 'Carolyn Parmentor (Earth-616)', 'Craig Saunders Jr. (Earth-616)', 'Hideko Takata (Earth-616)', 'Samuel John LaRoquette (Earth-616)']"
Deadly Dozen (Earth-616),"['Dino Manelli (Earth-616)', 'Doc Watson (Earth-616)', 'Donald Sample (Earth-616)', 'Emory Simpson (Earth-616)', 'Howard Shigeta (Earth-616)', 'Jack Martin (Earth-616)', 'Jake Jensen (Earth-616)', 'Jay Little Bear (Earth-616)', 'Larry Wagner (Earth-616)', 'Laurie Livingston (Earth-616)', 'Michael Kelly (Earth-616)', 'Michael Miller (Earth-616)', 'Percival Pinkerton (Earth-616)', 'Ralph Cosgrove (Earth-616)', 'Roland Hamilton (Earth-616)', 'Samuel Sawyer (Earth-616)', 'Timothy Dugan (Earth-616)']"
Inquisitors of Ong (Earth-616),[]
Lethal Legion (Count Nefaria) (Earth-616),"['Arthur Parks (Earth-616)', 'David Cannon (Earth-616)', 'Erik Josten (Earth-616)', 'Luchino Nefaria (Earth-616)', 'Paul Duval (Earth-616)']"
Brazilian Navy (Earth-616),[]
Quintas (Earth-616),['Jorge Valdez (Earth-616)']
Chitauri Wave (Earth-616),[]
Advanced Idea Mechanics (Heroes Reborn) (Earth-616),"['George Tarleton (Heroes Reborn) (Earth-616)', 'Heinrich Zemo (Heroes Reborn) (Earth-616)']"
Cook County Sheriff's Office (Earth-616),[]
Black Knights (Universal Church of Truth) (Earth-616),"['Autolycus (Sark) (Earth-616)', 'Rhaigor (Earth-616)', 'Sliggs (Earth-616)']"
New York Knicks (Earth-616),['Shantee Williams (Earth-616)']
Bravo Force (Earth-616),[]
Silver Squad (Earth-616),"['Purty Larry (Android) (Earth-616)', 'Ripster (Android) (Earth-616)', 'Slambeaux (Android) (Earth-616)', 'Twit (Android) (Earth-616)']"
Lemurans,[]
Patrillo Crime Family (Earth-616),['Fonzie Patrillo (Earth-616)']
Black Cats (Earth-616),"['Bailey (Earth-616)', 'Tom Hale (Earth-616)', 'Zoe Valencia (Earth-616)']"
Phoenix (Extremist Group) (Earth-616),[]
B-Sides (Earth-616),"['Charles Huckle (Earth-616)', 'Jesse Metuchen (Earth-616)', 'Katherine Hahn (Earth-616)', 'Laura Broadbahr (Earth-616)', 'Stuart Welles (Earth-616)']"
Illuminati (Hood's) (Earth-616),"['Carl Creel (Earth-616)', 'David Cannon (Earth-616)', 'Eliot Franklin (Thunderball) (Earth-616)', ""Eric O'Grady (LMD) (Earth-616)"", 'Mad Thinker (Julius) (Earth-616)', 'Mary MacPherran (Earth-616)', 'Parker Robbins (Earth-616)', 'Sylvie Lushton (Earth-616)']"
Children of Lost Tarnax (Earth-616),[]
Magneto's Army (Earth-616),['Max Eisenhardt (Earth-616)']
Westies (Earth-616),[]
Rosettis Family (Earth-616),[]
Hydra (Heroes Reborn) (Earth-616),"[""Conner O'Reilly (Heroes Reborn) (Earth-616)"", 'David Cannon (Heroes Reborn) (Earth-616)', 'Madame Hydra (Heroes Reborn) (Earth-616)', 'Mandarin (Heroes Reborn) (Earth-616)', 'Victor von Doom (Earth-616)']"
United Nations Bannermen (Earth-616),"['Bannerman Black (Earth-616)', 'Bannerman Blue (Earth-616)', 'Bannerman Brown (Earth-616)', 'Bannerman Green (Earth-616)', 'Bannerman White (Earth-616)']"
Mindclan (Earth-616),[]
Phoenix Five (Earth-616),"['Emma Frost (Earth-616)', 'Illyana Rasputina (Earth-616)', 'Namor McKenzie (Earth-616)', 'Phoenix Force (Earth-616)', 'Piotr Rasputin (Earth-616)', 'Scott Summers (Earth-616)']"
Inner Demons (Earth-616),"['Crime Master (Inner Demon) (Earth-616)', 'James Beverley (Earth-616)', 'Mister Negative (Earth-616)', 'Peter Parker (Earth-616)']"
Snow Bear Tribe (Earth-616),[]
North Institute (Earth-616),"['Kestrel (Earth-616)', 'Max Hunter (Earth-616)']"
Spaceknights (First Generation) (Earth-616),"['Astra (Spaceknight) (Earth-616)', 'Brandy Clark (Earth-616)', 'Darin (Earth-616)', 'Gloriole (Earth-616)', 'Hammerhand (Spaceknights) (Earth-616)', 'Karas (Earth-616)', 'Landra (Earth-616)', 'Plor (Earth-616)', 'Raak (Earth-616)', 'Rainbow (Spaceknight) (Earth-616)', 'Rom (Earth-616)', 'Screamer (Spaceknight) (Earth-616)', 'Skera (Earth-616)', 'Tarm (Earth-616)', ""Terminator (Mentus's Servant) (Earth-616)"", 'Unam (Earth-616)', 'Vola (Earth-616)']"
Tough Kid Squad (Earth-616),"['Butch (Tough Kid Squad) (Earth-616)', 'Derrick Dawes (Earth-616)', 'Eagle (Tough Kid Squad) (Earth-616)', 'Tom Danger (Earth-616)', 'Wally Danger (Earth-616)']"
Roxx News (Earth-616),['Christine Sohn (Earth-616)']
Creed (Vampire Cult) (Earth-616),"['Count Von Stadt (Earth-616)', 'Tamara Kurtz (Earth-616)', 'Varkis (Earth-616)']"
Loki's Guardian Golems (Earth-616),[]
Alpha Prime (Earth-616),"['Avian (Alpha Prime) (Earth-616)', 'Crag (Earth-616)', 'Primate (Savage Land) (Earth-616)']"
Monster Menagerie (Earth-616),"['Batragon (Earth-616)', 'Centipor (Earth-616)', 'Ghilaron (Earth-616)', 'Lepirax (Earth-616)']"
United States Marshals Service (Earth-616),['Zane Temple (Earth-616)']
Shining Klan (Earth-616),[]
Menagerie of Rimthursar (Earth-616),"['Borna (Earth-616)', 'Fairgold (Earth-616)', 'Grult (Earth-616)', 'Kyrie (Earth-616)', 'Rimthursar (Earth-616)', 'Slithgarn (Earth-616)']"
Collectors (Earth-616),"['Abner Little (Earth-616)', 'Alfred Queely (Earth-616)', 'Andreas Zorba (Earth-616)', 'Nigel Pigman (Earth-616)', 'Silas Mourner (Earth-616)', 'Zanda (Earth-616)']"
A.I.Monkeys (Earth-616),"['Agent 94558 (A.I.Monkeys) (Earth-616)', 'Agent 9558 (A.I.Monkeys) (Earth-616)']"
Thunderbolts (Gang) (Earth-616),['Turk Barrett (Earth-616)']
Livewires (Earth-616),"['Cornfed (Earth-616)', 'David Jenkins (Earth-616)', 'Gothic Lolita (Earth-616)', 'Hollowpoint Ninja (Earth-616)', 'Homebrew (Earth-616)', 'Social Butterfly (Earth-616)', 'Stem Cell (Earth-616)']"
National Intelligence Service (Earth-616),"['Ami Han (Earth-616)', 'Auntie Ante (Earth-616)', 'General (Tiger Division) (Earth-616)', 'Gun-R (Earth-616)', 'Gun-R II (Earth-616)', 'Mr. Enigma (Earth-616)', 'Tae-Won (Earth-616)', 'Tiger Division (Earth-616)']"
Army of Evil (Earth-616),"['Aaron Salomon (Earth-616)', 'Ann Darnell (Earth-616)', 'Anton Vanko (Whiplash) (Earth-616)', 'Antonio Rodriguez (Earth-616)', 'Arthur Parks (Earth-616)', 'Augustus Roman (Earth-616)', 'Beatrix Keener (Earth-616)', 'Bentley Wittman (Earth-616)', 'Blanche Sitznski (Earth-616)', 'Brian Calusky (Earth-616)', 'Bruce Olafsen (Earth-616)', 'Burchell Clemens (Earth-616)', 'Calvin Zabo (Earth-616)', 'Carl Creel (Earth-616)', 'Circus of Crime (Earth-616)', 'Clown (Spiral) (Earth-616)', 'Darren Cross (Earth-616)', 'David Cannon (Earth-616)', 'Dirk Garthwaite (Earth-616)', 'Donald Callahan (Earth-616)', 'Eliot Franklin (Thunderball) (Earth-616)', 'Erik Josten (Earth-616)', 'Ernesto & Luigi Gambonno (Earth-616)', 'Fera (Earth-616)', 'Franklin Hall (Earth-616)', 'Gordon Fraley (Earth-616)', 'Gregory Bryan (Earth-616)', 'Helmut Zemo (Earth-616)', 'Henry Camp (Earth-616)', 'James Darnell (Earth-616)', 'John Falsworth (Earth-616)', 'Jonathan Swift (Earth-616)', 'Jordan Dixon (Earth-616)', 'Karla Sofen (Earth-616)', 'Luchino Nefaria (Earth-616)', ""M'Gula (Earth-616)"", 'M.O.D.O.K. Superior (Earth-616)', 'Maki Matsumoto (Earth-616)', 'Marc Riemer (Earth-616)', 'Marcus Daniels (Earth-616)', 'Mary Stenson (Earth-616)', 'Masters of Evil (Earth-616)', 'Maynard Tiboldt (Earth-616)', 'Michael Steel (Earth-616)', 'Norbert Ebersol (Earth-616)', 'Paul Duval (Earth-616)', 'Pierre Fresson (Earth-616)', 'Piet Voorhees (Earth-616)', 'Quincy McIver (Earth-616)', 'Robert Hunter (Earth-616)', 'Sergei Kravinoff (Earth-616)', 'Serpent Society (Earth-616)', 'Simon Utrecht (Earth-616)', 'Steven Hudak (Earth-616)', 'Sunset Bain (Earth-616)', 'Sybil Dvorak (Earth-616)', 'Tanya Sealy (Earth-616)', 'Teresa Vasquez (Earth-616)', 'Theodore Scott (Earth-616)', 'Todd Arliss (Earth-616)', 'Tomás Ramírez (Earth-616)', 'U-Foes (Earth-616)', 'Ulysses Klaw (Earth-616)', 'Veronica Dultry (Earth-616)', 'Wrecking Crew (Earth-616)', 'Zelda DuBois (Earth-616)']"
Spaceknights (Third Generation) (Earth-616),"['Anarra (Earth-616)', 'Balin (Earth-616)', 'Bron (Earth-616)', 'Darin II (Earth-616)', 'Daystar (Spaceknight) (Earth-616)', 'Ikon (Earth-616)', 'Lan (Earth-616)', 'Lightstorm (Earth-616)', 'Rand (Earth-616)', 'Rhanla (Earth-616)', 'Tarn (Galadorian) (Earth-616)', 'Tristan (Earth-616)', 'Val (Earth-616)', 'Vanium (Earth-616)']"
Carbone's Assassins (Earth-616),"['Combat (Earth-616)', 'Francisco Araujo da Costa (Earth-616)', 'Leopold Brun (Earth-616)', 'Lorne Quickfall (Earth-616)', 'Roc (Assassin) (Earth-616)', 'Silence (Assassin) (Earth-616)', 'Tequila (Earth-616)']"
Fleshtones (Earth-616),[]
Madripoor Police Force (Earth-616),['Tai (Madripoor) (Earth-616)']
Jersey City's Finest Punk Electricians (Earth-616),[]
S.H.I.E.L.D. Mutant Task Force (Earth-616),"['Alison Blaire (Earth-616)', 'Joseph Bricklemoore (Earth-616)', 'Josephine Bricklemoore (Earth-616)', 'Raven Darkholme (Earth-616)']"
Anthrax (Rock Band) (Earth-616),[]
Executive Elite (Earth-616),"['Amie Zamborano (Earth-616)', 'Anastasia Summit (Earth-616)', 'Garabed Bashur (Earth-616)']"
Kree Resistance Front (Earth-616),"['Bav-Tek (Earth-616)', 'Ra-Venn (Earth-616)', ""Shym'r (Earth-616)""]"
Fangs of the Serpent (Earth-616),['Caden Tar (Earth-616)']
Holden Radcliffe Corporation (Earth-616),"['Aaron Isaacs (Earth-616)', 'Autonomously Decisive Automated Mechanism (Earth-616)', 'Holden Radcliffe (Earth-616)']"
Penance Corps (Earth-616),"['Abraham Brown (Earth-616)', 'Alejandro Montoya (Earth-616)', 'Eugene Mason (Earth-616)', 'Gerry Kammill (Earth-616)', 'Justin Alphonse Gamble (Earth-616)', 'Muhammad Zebari (Earth-616)']"
Price's Clone Men (Earth-616),[]
Babysitters Club (Earth-616),"['Balder Odinson (Earth-616)', 'Katherine Bishop (Earth-616)', 'Miles Morales (Earth-1610)', 'Rebecca Ryker (Earth-616)', 'Sebastian Druid (Earth-616)', 'Simon Williams (Earth-616)', 'Thori (Earth-616)']"
Children of Liberty (Earth-616),"['Charles Hardiaken (Earth-616)', 'Doll Hardiaken (Earth-616)', 'Micah Hardiaken, Jr. (Earth-616)', 'File:Bally (Earth-616) from Hyperion Vol 1 1 001.jpg', 'File:Bennie (Earth-616) from Hyperion Vol 1 1 001.jpg', 'File:Conrad (Earth-616) from Hyperion Vol 1 1 001.jpg', 'File:Parker (Earth-616) from Hyperion Vol 1 1 001.jpg', 'File:Skeevy (Earth-616) from Hyperion Vol 1 5 001.jpg', 'File:Steve (Earth-616) from Hyperion Vol 1 1 001.jpg']"
Chevaliers (Earth-616),"['Carl Aalston (Earth-616)', 'Chevaliers (Earth-616)', 'Nick Shelley (Earth-616)', 'Raven Darkholme (Earth-616)', 'Remy LeBeau (Earth-616)', 'Roxanne Washington (Earth-616)', 'Sidney Green (Earth-616)']"
Suncorp Properties (Earth-616),[]
Ladykillers (Earth-616),"['Clair Moore (Earth-616)', 'T (Earth-616)']"
Animal Liberation Army (Earth-616),[]
Undercloaks (Earth-616),[]
Troubleshooters (Earth-616),"['Dionne McQuaid (Earth-616)', 'James Tensen (Earth-616)', 'Katherine Ling (Earth-616)', 'Philip Nelson Vogt (Earth-616)', 'Simon Rodstvow (Earth-616)', 'Terrence Jessup (Earth-616)']"
Department of Extranormal Motor Vehicles (Earth-616),[]
Cynthian Associates (Earth-616),['Arthur Thornhill (Earth-616)']
Savage Land Skrulls (Earth-616),"['Anthony Stark (Skrull) (Earth-616)', 'Barbara Morse (Retro, Skrull) (Earth-616)', 'Carol Danvers (Retro, Skrull) (Earth-616)', 'Clinton Barton (Skrull) (Earth-616)', 'Emma Frost (Skrull) (Earth-616)', 'Henry McCoy (Skrull) (Earth-616)', 'James Howlett (Retro, Skrull) (Earth-616)', 'Jean Grey (Skrull) (Earth-616)', 'Jessica Jones (Skrull) (Earth-616)', 'Luke Cage (Skrull) (Earth-616)', 'Nicholas Fury (Skrull) (Earth-616)', 'Peter Parker (Skrull) (Earth-616)', ""Pitt'o Nili (Earth-616)"", 'Simon Williams (Skrull) (Earth-616)', 'Susan Storm (Retro, Skrull) (Earth-616)', 'Thor Odinson (Skrull) (Earth-616)', 'Vision (Skrull) (Earth-616)', 'Wanda Maximoff (Skrull) (Earth-616)']"
Nihilist Order (Earth-616),"['Edward Ferbel (Earth-616)', 'Johann Shmidt (Earth-616)', 'Lyle Dekker (Earth-616)']"
Guardsmen (Alchemax) (Earth-616),['Ozkar Waters (Earth-616)']
Covenant (Earth-616),"['Jefferson Chambers (Earth-616)', 'Menace (Covenant) (Earth-616)', 'Murderous Lion (Earth-616)', 'Nikolaus Geist (Earth-616)', 'Ulysses Bloodstone (Earth-616)', 'Vanessa Baker (Earth-616)', 'Wyatt Crowley (Earth-616)']"
Children of the Comet (Earth-616),['Tara (Children of the Comet) (Earth-616)']
Hob-Heroes (Earth-616),"['Demolition-Man (Hob-Heroes) (Earth-616)', 'John Myers (Earth-616)', 'Leather Boy (Larry) (Earth-616)', 'Lily Hollister (Earth-616)', 'Razorback (Hobgoblin) (Earth-616)', 'Roderick Kingsley (Earth-616)', 'Water Wizard (Hob-Heroes) (Earth-616)', 'Wildstreak (Hob-Heroes) (Earth-616)']"
Carnival of Doom (Earth-616),[]
Gunhawks (Earth-616),[]
Norns (Fates) (Earth-616),"['Skuld (Earth-616)', 'Urd (Earth-616)', 'Verdandi (Earth-616)']"
Atlantean Royal Family (Earth-616),"['Arkus (Earth-616)', 'Bobo (Earth-616)', 'Elanna (Earth-616)', 'Immanu (Earth-616)', 'Iron Fist (Atlantean) (Earth-616)', 'Kalen (Earth-616)', 'Korra (Earth-616)', 'Namor McKenzie (Earth-616)', 'Stegor (Earth-616)', 'Talan (Earth-616)', 'Zartra (Atlantean) (Earth-616)']"
Flashing Blades Gang (Earth-616),"['Johnny Bifrost (Earth-616)', 'Mark Black (Earth-616)']"
Thunder Guard (Earth-616),['Cul Borson (Earth-616)']
Zapata Brothers (Earth-616),"['Gustavo Zapata (Earth-616)', 'Rigo Zapata (Earth-616)']"
Omaha Police Department (Earth-616),[]
Nightstalkers (Earth-616),"['Eric Brooks (Earth-616)', 'Frank Drake (Earth-616)', 'Hannibal King (Earth-616)']"
U.S.Avengers (Earth-616),"['Aikku Jokinen (Earth-616)', 'Doreen Green (Earth-616)', 'Robert Maverick (Earth-616)', 'Roberto Da Costa (Earth-616)', 'Samuel Guthrie (Earth-616)', 'Tippy-Toe (Earth-616)', 'Toni Ho (Earth-616)']"
Wakandan Constitutional Council (Earth-616),"['Abeni (Earth-616)', 'Amara Azikiwe (Earth-616)', 'Changamire (Earth-616)', 'Karim-Salah (Earth-616)', 'Mbali (Earth-616)', 'Yao (Wakandan) (Earth-616)']"
Time Travelers (Earth-616),[]
Sleeping Dragon Clan (Earth-616),['Chiang Kai-Dong (Earth-616)']
1000 Hulks (Earth-616),[]
Bratpack (Earth-616),"['Alfie (Fatboys) (Earth-616)', 'Butch (Fatboys) (Earth-616)', 'Darla (Fatboys) (Earth-616)', 'Illyana Rasputina (Earth-616)', 'Leong Coy Manh (Earth-616)', 'Nga Coy Manh (Earth-616)', 'Rahne Sinclair (Earth-616)', 'Roberto Da Costa (Earth-616)', 'Samuel Guthrie (Earth-616)']"
Death Squad (Melter) (Earth-616),"['Bruno Horgan (Earth-616)', 'Marco Scarlotti (Earth-616)', 'William Taurens (Earth-616)']"
National Security Council (Earth-616),"['Henry Gyrich (Earth-616)', 'James Murch (Earth-616)', 'John Ogilvie (Earth-616)', 'Raymond Sikorski (Earth-616)', 'Valerie Cooper (Earth-616)']"
War Witches (Earth-616),[]
Vigilante Infraction General Interdiction and Limitation (Earth-616),"['Harold Jessup (Earth-616)', 'John Lowe (Earth-616)', 'Mike Nails (Earth-616)', 'Taylor Blackwell (Earth-616)', 'File:Alvarez (Earth-616) from Punisher War Journal Vol 1 76 0001.jpg', 'File:Brady (Earth-616) from Punisher Vol 2 83 0001.jpg', 'File:Dutton (Earth-616) from Punisher War Journal Vol 1 73 0001.jpg', 'File:Einhorn (Earth-616) from Punisher War Journal Vol 1 73 0001.jpg', 'File:Gabriella (Earth-616) from Punisher Vol 2 85 0001.jpg', 'File:Letz (Earth-616) from Punisher War Journal Vol 1 73 0001.jpg', 'File:Rigg (Earth-616) from Punisher Vol 2 83 0001.jpg', 'File:West (Earth-616) from Punisher War Journal Vol 1 75 0001.jpg']"
Packrats (Earth-616),"['Bert Packer (Earth-616)', 'Hubie Packer (Earth-616)']"
Hammer Industries (Earth-616),"['Charles Weiser (Earth-616)', 'Donald Gill (Earth-616)', 'Doug Johnson III (Earth-616)', 'Justin Hammer (Earth-616)', 'Justine Hammer (Earth-616)', 'Phillip Barnett (Earth-616)', 'Sasha Hammer (Earth-616)']"
Lights (Earth-616),"['Gabriel Cohuelo (Earth-616)', 'Hope Summers (Earth-616)', 'Idie Okonkwo (Earth-616)', 'Kenji Uedo (Earth-616)', 'Laurie Tromette (Earth-616)', 'Martha Johansson (Earth-616)', 'Megan Gwynn (Earth-616)', 'Rogue (Anna Marie) (Earth-616)', 'Sebastian Shaw (Earth-616)', 'Teon Macik (Earth-616)']"
Bacillicons (Earth-616),"['Curtis Vogel (Earth-616)', 'Katherine Petrezyn (Earth-616)', 'Lawrence Paxton (Earth-616)']"
Code: Gray (Earth-616),"['Charlie Pike (Earth-616)', 'Tom Jeffers (Earth-616)', 'Trudy Kockenlocker (Earth-616)', 'Woodrow Truesmith (Earth-616)']"
Cult of the Black Blade (Earth-616),"['Mei Yin (Earth-616)', 'Tsuboro (Earth-616)']"
Serpent's Teeth (Earth-616),[]
Friends of Humanity (Earth-295),[]
Department Zero (Earth-616),"['Elizabeth ""Betsy"" Ross (Earth-616)', 'James Woo (Earth-616)', 'Kenneth Hale (Earth-616)', 'M-11 (Earth-616)', 'Robert Grayson (Earth-616)', 'Venus (Siren) (Earth-616)']"
Scarlet Spiders (Earth-616),"['Michael van Patrick (Michael) (Earth-616)', 'Michael van Patrick (Patrick) (Earth-616)', 'Michael van Patrick (Van) (Earth-616)']"
Project Troubleshooter (Earth-616),"['Doctor Varghese (Earth-616)', 'Robert Maverick (Earth-616)', 'Todd Ziller (Earth-616)']"
Boston Red Sox (Earth-616),[]
Magical Resistance (Earth-616),"['Anne Tenna (Earth-616)', 'Enoch (Lattice) (Earth-616)', 'Jack Craw (Earth-616)', 'Spectra (Earth-616)']"
Dirae (Earth-616),[]
Freedom Force (Earth-616),"['Dominikos Petrakis (Earth-616)', 'Frank Bohannan (Earth-616)', 'Frederick Dukes (Earth-616)', 'Irene Adler (Earth-616)', 'Julia Carpenter (Earth-616)', 'Louis Hamilton (Earth-616)', 'Martin Fletcher (Earth-616)', 'Raven Darkholme (Earth-616)', 'Rita Wayword (Earth-616)', 'St. John Allerdyce (Earth-616)', 'Valerie Cooper (Earth-616)']"
Merry Men (Earth-616),"['Allan-a-Dale (Earth-616)', 'Arthur-a-Bland (Earth-616)', 'Fandral (Earth-616)', 'Friar Tuck (Earth-616)', 'Little John (Earth-616)', 'Marian (Earth-616)', 'Robert Locksley (Earth-616)', 'Will Scarlet (Earth-616)']"
Bunsen Burners (Earth-616),"['Egghead (Bunsen Burners) (Earth-616)', 'Jaime Ortiz (Earth-616)', 'Ron Salazar (Earth-616)']"
Council of Bosses (Earth-616),[]
Beetles (Earth-616),[]
New Crystalium (Earth-616),[]
Elite (Imperial Forces) (Earth-616),"['Calvin Burlingame (Earth-616)', 'Cheer Chadwick (Earth-616)', 'Harcourt Vickers (Earth-616)', 'Heshin (Earth-616)', 'Hesperus Chadwick (Earth-616)', 'Mason Harding (Earth-616)', 'Richard Cholmondely (Earth-616)', 'Thomas Gloucester (Earth-616)', 'William Taurey (Earth-616)']"
Hive (Bone Beasts) (Earth-616),['Bone Beast Queen (Earth-616)']
Black Santas (Earth-616),[]
Black Order (Earth-616),"['Black Dwarf (Earth-616)', 'Corvus Glaive (Earth-616)', 'Ebony Maw (Earth-616)', 'Proxima Midnight (Earth-616)', 'Supergiant (Earth-616)', 'Yabbat Ummon Turru (Earth-1365)']"
Y-Men (Earth-616),"['Carlos Rodriguez (Earth-616)', 'Cheetah (Y-Men) (Earth-616)', 'Dragon-Breath (Earth-616)', 'Hand-Gun (Earth-616)', 'Julio Rodriguez (Earth-616)', 'Laser-Fist (Earth-616)', 'Spider-Man (Y-Men) (Earth-616)']"
Mercenary Organization Dedicated Only to Killing (Earth-616),"['Georges Batroc (Earth-616)', 'Gwendolyn Poole (Earth-TRN565)', 'M.O.D.O.K. Superior (Earth-616)', 'Mega Tony (Earth-616)', 'Poole Boys (Earth-616)', 'Terrible Eye (Sarah) (Earth-616)']"
Guardsman Alpha Squad (Earth-616),"['Hoss (Earth-616)', 'Jill Harper (Earth-616)', 'Mainframe (Android) (Earth-616)', 'Soapbox (Earth-616)', 'Two-ton (Earth-616)']"
Negative Zone Hordes (Earth-616),['Blastaar (Earth-616)']
Caged Angels (Earth-616),"['Bluestreak (Telepath) (Earth-616)', 'Kendra Louise Price (Earth-616)', 'Mindwave (Telepath) (Earth-616)', 'Mirage (Telepath) (Earth-616)']"
Henchmen (Crime-Master) (Earth-616),[]
U-Men (Earth-616),"['Bell (U-Man) (Earth-616)', 'Biro (Earth-616)', 'Bob Smitts (Earth-616)', 'Dix (U-Man) (Earth-616)', 'Marz (U-Man) (Earth-616)', 'Sawyer (U-Man) (Earth-616)', 'Sublime (Earth-616)']"
Shi'ar Imperial Fleet (Earth-616),"[""T'kyll Alabar (Earth-616)""]"
X-Men (Earth-2108),"['Charles Xavier (Earth-2108)', 'James Howlett (Earth-2108)', 'Nathan Summers (Earth-2108)', 'Scott Summers (Earth-2108)']"
